Ron_ohm,ODT_ohm,trace_length_mm,C_decap_nF,overshoot_pct,undershoot_pct,prop_delay_ps,eye_height_mV,SSN_mV,transition_pp_mV,setup_margin_ps,rise_time_ps,analysis_pass
30.0,120.0,5.0,2200.0,0.0,28.5276,43.2039,285.695,135.9941,280.119,54.8368,46.5764,0
30.0,120.0,5.0,47.0,0.0,28.5165,43.2183,285.5106,135.991,280.1012,54.8383,46.5735,0
30.0,120.0,5.0,470.0,0.0,28.5268,43.205,285.6802,135.9938,280.1175,54.8369,46.5762,0
30.0,120.0,5.0,4700.0,0.0,28.5278,43.2037,285.6971,135.9941,280.1192,54.8368,46.5764,0
30.0,120.0,5.0,680.0,0.0,28.5271,43.2046,285.686,135.9939,280.1181,54.8369,46.5763,0
30.0,40.0,10.0,100.0,0.0,10.2243,64.5266,303.0155,50.7041,193.1863,56.1245,44.0009,1
30.0,40.0,10.0,1000.0,0.0,10.233,64.5047,303.0875,50.7042,193.1915,56.12,44.01,1
30.0,40.0,10.0,220.0,0.0,10.2293,64.5138,303.0576,50.7042,193.1895,56.1219,44.0061,1
30.0,40.0,10.0,2200.0,0.0,10.2336,64.5034,303.092,50.7042,193.1918,56.1197,44.0106,1
30.0,40.0,10.0,47.0,0.0,10.216,64.549,302.9412,50.704,193.1799,56.1285,43.993,1
30.0,40.0,10.0,470.0,0.0,10.2318,64.5076,303.078,50.7042,193.1909,56.1206,44.0088,1
30.0,40.0,10.0,4700.0,0.0,10.2338,64.5027,303.094,50.7042,193.192,56.1196,44.0109,1
30.0,40.0,10.0,680.0,0.0,10.2325,64.5059,303.0835,50.7042,193.1912,56.1202,44.0095,1
30.0,40.0,15.0,100.0,0.0,7.1262,94.0167,259.017,44.5924,194.5933,57.3545,41.5409,1
30.0,40.0,15.0,1000.0,0.0,7.1279,94.0105,259.0476,44.5929,194.5985,57.3547,41.5406,1
30.0,40.0,15.0,220.0,0.0,7.1272,94.0129,259.0356,44.5927,194.5964,57.3546,41.5407,1
30.0,40.0,15.0,2200.0,0.0,7.128,94.0102,259.0494,44.593,194.5988,57.3547,41.5406,1
30.0,40.0,15.0,47.0,0.0,7.124,94.0248,258.9775,44.5918,194.5867,57.3543,41.5413,1
30.0,40.0,15.0,470.0,0.0,7.1277,94.0112,259.0439,44.5929,194.5978,57.3547,41.5406,1
30.0,40.0,15.0,4700.0,0.0,7.1281,94.01,259.0501,44.593,194.5989,57.3547,41.5406,1
30.0,40.0,15.0,680.0,0.0,7.1278,94.0108,259.0461,44.5929,194.5982,57.3547,41.5406,1
30.0,40.0,20.0,100.0,0.0,7.3466,122.1469,266.9805,65.9414,208.3656,56.5425,43.165,1
30.0,40.0,20.0,1000.0,0.0,7.353,122.1336,267.0582,65.9417,208.3711,56.5423,43.1654,1
30.0,40.0,20.0,220.0,0.0,7.3504,122.1388,267.0276,65.9416,208.3689,56.5424,43.1653,1
30.0,40.0,20.0,2200.0,0.0,7.3533,122.1328,267.0629,65.9417,208.3715,56.5423,43.1655,1
30.0,40.0,20.0,47.0,0.0,7.3386,122.1641,266.8807,65.9411,208.3587,56.5427,43.1646,1
30.0,40.0,20.0,470.0,0.0,7.3522,122.1352,267.0485,65.9416,208.3704,56.5423,43.1654,1
30.0,40.0,20.0,4700.0,0.0,7.3535,122.1324,267.0649,65.9417,208.3716,56.5423,43.1655,1
30.0,40.0,20.0,680.0,0.0,7.3526,122.1343,267.0542,65.9416,208.3708,56.5423,43.1654,1
30.0,40.0,25.0,100.0,0.0,9.6824,149.498,290.9326,59.1962,204.3029,54.3658,47.5184,1
30.0,40.0,25.0,1000.0,0.0,9.6886,149.4858,290.9717,59.1962,204.3083,54.364,47.522,1
30.0,40.0,25.0,220.0,0.0,9.6861,149.4905,290.9686,59.1962,204.3062,54.3647,47.5206,1
30.0,40.0,25.0,2200.0,0.0,9.689,149.485,290.9753,59.1962,204.3087,54.3639,47.5223,1
30.0,40.0,25.0,47.0,0.0,9.6746,149.5135,290.8537,59.196,204.2961,54.368,47.5139,1
30.0,40.0,25.0,470.0,0.0,9.6878,149.4873,290.9843,59.1962,204.3077,54.3642,47.5216,1
30.0,40.0,25.0,4700.0,0.0,9.6891,149.4847,290.9768,59.1962,204.3088,54.3638,47.5223,1
30.0,40.0,25.0,680.0,0.0,9.6883,149.4864,290.9686,59.1963,204.3081,54.3641,47.5219,1
30.0,40.0,5.0,100.0,0.0,6.5252,39.8054,255.8924,67.0559,197.2335,56.4386,43.3729,1
30.0,40.0,5.0,1000.0,0.0,6.5321,39.7702,256.0788,67.0564,197.2389,56.4424,43.3653,1
30.0,40.0,5.0,220.0,0.0,6.5293,39.7761,256.0481,67.0562,197.2367,56.4433,43.3634,1
30.0,40.0,5.0,2200.0,0.0,6.5325,39.7693,256.0835,67.0564,197.2392,56.4422,43.3656,1
30.0,40.0,5.0,47.0,0.0,6.5166,39.8573,255.616,67.0554,197.2267,56.4281,43.3938,1
30.0,40.0,5.0,470.0,0.0,6.5312,39.7721,256.069,67.0563,197.2382,56.4427,43.3647,1
30.0,40.0,5.0,4700.0,0.0,6.5327,39.7689,256.0855,67.0564,197.2393,56.4422,43.3657,1
30.0,40.0,5.0,680.0,0.0,6.5317,39.771,256.0747,67.0563,197.2386,56.4425,43.365,1
30.0,48.0,10.0,100.0,0.0,14.5419,65.6389,319.6555,61.4505,212.6964,55.9021,44.4458,1
30.0,48.0,10.0,1000.0,0.0,14.5513,65.6216,319.7321,61.4505,212.702,55.8974,44.4552,1
30.0,48.0,10.0,220.0,0.0,14.5476,65.6284,319.7021,61.4504,212.6998,55.8993,44.4515,1
30.0,48.0,10.0,2200.0,0.0,14.5518,65.6205,319.7367,61.4504,212.7024,55.8971,44.4557,1
30.0,48.0,10.0,47.0,0.0,14.5301,65.661,319.5581,61.4505,212.6893,55.908,44.434,1
30.0,48.0,10.0,470.0,0.0,14.5501,65.6237,319.7227,61.4504,212.7013,55.898,44.454,1
30.0,48.0,10.0,4700.0,0.0,14.5521,65.6201,319.7388,61.4504,212.7025,55.897,44.456,1
30.0,48.0,10.0,680.0,0.0,14.5508,65.6225,319.7282,61.4505,212.7017,55.8977,44.4547,1
30.0,48.0,15.0,100.0,0.0,11.1161,95.1956,269.6024,59.1749,214.1425,57.2292,41.7916,1
30.0,48.0,15.0,1000.0,0.0,11.118,95.1923,269.6288,59.1754,214.1482,57.2297,41.7907,1
30.0,48.0,15.0,220.0,0.0,11.1173,95.1936,269.6184,59.1751,214.146,57.2295,41.791,1
30.0,48.0,15.0,2200.0,0.0,11.1181,95.1921,269.6303,59.1754,214.1485,57.2297,41.7906,1
30.0,48.0,15.0,47.0,0.0,11.1138,95.2,269.5679,59.1742,214.1353,57.2286,41.7928,1
30.0,48.0,15.0,470.0,0.0,11.1178,95.1927,269.6256,59.1753,214.1475,57.2296,41.7908,1
30.0,48.0,15.0,4700.0,0.0,11.1182,95.1921,269.6309,59.1754,214.1487,57.2297,41.7906,1
30.0,48.0,15.0,680.0,0.0,11.1179,95.1925,269.6275,59.1753,214.1479,57.2296,41.7907,1
30.0,48.0,20.0,100.0,0.0,11.7296,122.8264,281.6256,78.5034,228.0467,56.127,43.996,1
30.0,48.0,20.0,1000.0,0.0,11.7361,122.8157,281.7041,78.5037,228.0527,56.1271,43.9958,1
30.0,48.0,20.0,220.0,0.0,11.7336,122.8199,281.6732,78.5036,228.0503,56.127,43.9959,1
30.0,48.0,20.0,2200.0,0.0,11.7365,122.8151,281.7088,78.5037,228.0531,56.1271,43.9958,1
30.0,48.0,20.0,47.0,0.0,11.7215,122.8403,281.5243,78.5031,228.0391,56.1269,43.9962,1
30.0,48.0,20.0,470.0,0.0,11.7353,122.817,281.6942,78.5036,228.052,56.1271,43.9959,1
30.0,48.0,20.0,4700.0,0.0,11.7367,122.8148,281.7109,78.5037,228.0533,56.1271,43.9958,1
30.0,48.0,20.0,680.0,0.0,11.7358,122.8163,281.7,78.5037,228.0524,56.1271,43.9958,1
30.0,48.0,25.0,100.0,0.0,13.9096,150.4719,305.1828,70.7247,217.7476,54.291,47.668,1
30.0,48.0,25.0,1000.0,0.0,13.916,150.4624,305.2421,70.7242,217.7534,54.2893,47.6713,1
30.0,48.0,25.0,220.0,0.0,13.9135,150.4661,305.2189,70.7244,217.7511,54.29,47.67,1
30.0,48.0,25.0,2200.0,0.0,13.9164,150.4618,305.2457,70.7241,217.7537,54.2893,47.6715,1
30.0,48.0,25.0,47.0,0.0,13.9016,150.484,305.1074,70.7253,217.7403,54.293,47.6639,1
30.0,48.0,25.0,470.0,0.0,13.9152,150.4635,305.2347,70.7242,217.7527,54.2896,47.6709,1
30.0,48.0,25.0,4700.0,0.0,13.9165,150.4615,305.2473,70.7241,217.7539,54.2892,47.6716,1
30.0,48.0,25.0,680.0,0.0,13.9157,150.4629,305.239,70.7242,217.7531,54.2894,47.6711,1
30.0,48.0,5.0,100.0,0.0,10.7845,40.6647,267.5477,79.769,216.3856,56.1221,44.0058,1
30.0,48.0,5.0,1000.0,0.0,10.7915,40.6528,267.6254,79.7695,216.3915,56.1197,44.0105,1
30.0,48.0,5.0,220.0,0.0,10.7888,40.6575,267.5948,79.7693,216.3892,56.1207,44.0087,1
30.0,48.0,5.0,2200.0,0.0,10.792,40.6521,267.63,79.7695,216.3919,56.1196,44.0108,1
30.0,48.0,5.0,47.0,0.0,10.7758,40.7107,267.2439,79.7684,216.3782,56.114,44.0221,1
30.0,48.0,5.0,470.0,0.0,10.7907,40.6543,267.6156,79.7694,216.3908,56.12,44.0099,1
30.0,48.0,5.0,4700.0,0.0,10.7921,40.6518,267.6321,79.7695,216.3921,56.1195,44.0109,1
30.0,48.0,5.0,680.0,0.0,10.7912,40.6535,267.6213,79.7694,216.3912,56.1199,44.0103,1
30.0,60.0,10.0,100.0,0.0,19.4927,66.6889,336.6669,74.2484,234.1691,55.6685,44.9131,1
30.0,60.0,10.0,1000.0,0.0,19.5021,66.6753,336.7451,74.2484,234.1753,55.6639,44.9222,1
30.0,60.0,10.0,220.0,0.0,19.4984,66.6806,336.7146,74.2484,234.1729,55.6657,44.9186,1
30.0,60.0,10.0,2200.0,0.0,19.5027,66.6745,336.7498,74.2484,234.1757,55.6636,44.9228,1
30.0,60.0,10.0,47.0,0.0,19.4808,66.706,336.568,74.2484,234.1613,55.6742,44.9016,1
30.0,60.0,10.0,470.0,0.0,19.5009,66.677,336.7355,74.2484,234.1746,55.6645,44.9211,1
30.0,60.0,10.0,4700.0,0.0,19.503,66.6742,336.7518,74.2484,234.1759,55.6635,44.923,1
30.0,60.0,10.0,680.0,0.0,19.5016,66.676,336.7411,74.2484,234.175,55.6641,44.9217,1
30.0,60.0,15.0,100.0,0.0,15.6667,96.2891,278.5388,72.2751,235.6005,57.1109,42.0283,1
30.0,60.0,15.0,1000.0,0.0,15.6686,96.2866,278.5657,72.2758,235.6068,57.111,42.028,1
30.0,60.0,15.0,220.0,0.0,15.6679,96.2876,278.5551,72.2755,235.6043,57.1109,42.0281,1
30.0,60.0,15.0,2200.0,0.0,15.6687,96.2865,278.5672,72.2758,235.6072,57.111,42.028,1
30.0,60.0,15.0,47.0,0.0,15.6642,96.2925,278.5035,72.2744,235.5927,57.1107,42.0286,1
30.0,60.0,15.0,470.0,0.0,15.6684,96.2869,278.5624,72.2757,235.606,57.111,42.028,1
30.0,60.0,15.0,4700.0,0.0,15.6688,96.2864,278.5678,72.2758,235.6074,57.111,42.028,1
30.0,60.0,15.0,680.0,0.0,15.6685,96.2867,278.5643,72.2757,235.6065,57.111,42.028,1
30.0,60.0,20.0,100.0,0.0,16.8002,123.5168,295.9705,93.6995,249.4612,55.6381,44.9739,1
30.0,60.0,20.0,1000.0,0.0,16.8068,123.5082,296.0505,93.6998,249.4679,55.6378,44.9745,1
30.0,60.0,20.0,220.0,0.0,16.8042,123.5116,296.019,93.6996,249.4652,55.6379,44.9742,1
30.0,60.0,20.0,2200.0,0.0,16.8072,123.5076,296.0553,93.6998,249.4683,55.6377,44.9745,1
30.0,60.0,20.0,47.0,0.0,16.7919,123.5282,295.8664,93.699,249.4529,55.6385,44.9731,1
30.0,60.0,20.0,470.0,0.0,16.8059,123.5092,296.0405,93.6997,249.467,55.6378,44.9744,1
30.0,60.0,20.0,4700.0,0.0,16.8073,123.5074,296.0575,93.6998,249.4685,55.6377,44.9745,1
30.0,60.0,20.0,680.0,0.0,16.8064,123.5086,296.0463,93.6998,249.4675,55.6378,44.9744,1
30.0,60.0,25.0,100.0,0.0,18.6619,151.5106,318.6491,84.8206,239.2407,54.2582,47.7337,1
30.0,60.0,25.0,1000.0,0.0,18.6684,151.5015,318.7181,84.8208,239.247,54.2571,47.7359,1
30.0,60.0,25.0,220.0,0.0,18.6658,151.5052,318.6901,84.8207,239.2445,54.2575,47.7349,1
30.0,60.0,25.0,2200.0,0.0,18.6687,151.5009,318.7224,84.8208,239.2474,54.257,47.736,1
30.0,60.0,25.0,47.0,0.0,18.6539,151.5203,318.5734,84.8202,239.2327,54.2594,47.7311,1
30.0,60.0,25.0,470.0,0.0,18.6676,151.5027,318.7092,84.8207,239.2462,54.2572,47.7356,1
30.0,60.0,25.0,4700.0,0.0,18.6689,151.5007,318.7243,84.8208,239.2476,54.257,47.7361,1
30.0,60.0,25.0,680.0,0.0,18.668,151.502,318.7144,84.8208,239.2467,54.2571,47.7357,1
30.0,60.0,5.0,100.0,0.0,15.6865,41.5526,277.3934,95.0278,237.3131,55.7856,44.6789,1
30.0,60.0,5.0,1000.0,0.0,15.691,41.5452,277.4538,95.0284,237.3196,55.785,44.6801,1
30.0,60.0,5.0,220.0,0.0,15.6893,41.5481,277.4301,95.0281,237.317,55.7852,44.6796,1
30.0,60.0,5.0,2200.0,0.0,15.6913,41.5448,277.4574,95.0284,237.32,55.7849,44.6801,1
30.0,60.0,5.0,47.0,0.0,15.6809,41.5621,277.3157,95.027,237.3049,55.7863,44.6774,1
30.0,60.0,5.0,470.0,0.0,15.6905,41.5462,277.4462,95.0283,237.3188,55.785,44.6799,1
30.0,60.0,5.0,4700.0,0.0,15.6914,41.5446,277.459,95.0284,237.3202,55.7849,44.6802,1
30.0,60.0,5.0,680.0,0.0,15.6908,41.5456,277.4506,95.0284,237.3192,55.785,44.68,1
30.0,80.0,10.0,100.0,0.0,25.2387,67.7147,353.4059,89.5473,257.7716,55.4214,45.4072,1
30.0,80.0,10.0,1000.0,0.0,25.2483,67.7039,353.4871,89.5473,257.7785,55.417,45.416,1
30.0,80.0,10.0,220.0,0.0,25.2446,67.7081,353.4551,89.5473,257.7758,55.4187,45.4125,1
30.0,80.0,10.0,2200.0,0.0,25.2489,67.7032,353.4919,89.5473,257.7789,55.4167,45.4166,1
30.0,80.0,10.0,47.0,0.0,25.2267,67.7284,353.3042,89.5473,257.763,55.427,45.396,1
30.0,80.0,10.0,470.0,0.0,25.2471,67.7052,353.4769,89.5473,257.7776,55.4175,45.4149,1
30.0,80.0,10.0,4700.0,0.0,25.2492,67.7029,353.494,89.5473,257.7791,55.4166,45.4168,1
30.0,80.0,10.0,680.0,0.0,25.2478,67.7044,353.4829,89.5473,257.7781,55.4172,45.4156,1
30.0,80.0,15.0,100.0,0.0,20.9363,97.381,284.1605,89.1138,259.228,57.0184,42.2133,1
30.0,80.0,15.0,1000.0,0.0,20.9383,97.3791,284.1878,89.1147,259.2349,57.0185,42.2131,1
30.0,80.0,15.0,220.0,0.0,20.9375,97.3799,284.1771,89.1144,259.2322,57.0184,42.2132,1
30.0,80.0,15.0,2200.0,0.0,20.9385,97.379,284.1894,89.1147,259.2353,57.0185,42.2131,1
30.0,80.0,15.0,47.0,0.0,20.9337,97.3836,284.1248,89.1128,259.2193,57.0182,42.2136,1
30.0,80.0,15.0,470.0,0.0,20.9381,97.3794,284.1844,89.1146,259.234,57.0184,42.2131,1
30.0,80.0,15.0,4700.0,0.0,20.9385,97.379,284.1901,89.1148,259.2355,57.0185,42.2131,1
30.0,80.0,15.0,680.0,0.0,20.9382,97.3792,284.1863,89.1146,259.2345,57.0185,42.2131,1
30.0,80.0,20.0,100.0,0.0,22.766,124.1514,309.3156,108.2069,266.9229,55.1436,45.9629,0
30.0,80.0,20.0,1000.0,0.0,22.778,124.1388,309.4443,108.2073,266.93,55.1409,45.9683,0
30.0,80.0,20.0,220.0,0.0,22.7732,124.1437,309.3936,108.2072,266.9272,55.1419,45.9661,0
30.0,80.0,20.0,2200.0,0.0,22.7787,124.138,309.4521,108.2073,266.9304,55.1407,45.9686,0
30.0,80.0,20.0,47.0,0.0,22.7509,124.1677,309.1496,108.2063,266.9139,55.1469,45.9561,0
30.0,80.0,20.0,470.0,0.0,22.7765,124.1403,309.4282,108.2073,266.9291,55.1412,45.9676,0
30.0,80.0,20.0,4700.0,0.0,22.779,124.1377,309.4556,108.2074,266.9306,55.1406,45.9687,0
30.0,80.0,20.0,680.0,0.0,22.7773,124.1394,309.4376,108.2073,266.9296,55.141,45.968,0
30.0,80.0,25.0,100.0,0.0,24.0976,152.544,330.9295,101.2586,262.8088,54.3126,47.6248,0
30.0,80.0,25.0,1000.0,0.0,24.1043,152.5363,331.0026,101.2589,262.8158,54.3111,47.6277,0
30.0,80.0,25.0,220.0,0.0,24.1017,152.5392,330.975,101.2588,262.8131,54.3117,47.6266,0
30.0,80.0,25.0,2200.0,0.0,24.1047,152.5358,331.0069,101.259,262.8163,54.3111,47.6279,0
30.0,80.0,25.0,47.0,0.0,24.0893,152.5549,330.8285,101.2582,262.8,54.3144,47.6213,0
30.0,80.0,25.0,470.0,0.0,24.1034,152.5372,330.9938,101.2589,262.815,54.3113,47.6274,0
30.0,80.0,25.0,4700.0,0.0,24.1049,152.5356,331.0088,101.259,262.8165,54.311,47.628,0
30.0,80.0,25.0,680.0,0.0,24.1039,152.5367,330.9989,101.2589,262.8155,54.3112,47.6276,0
30.0,80.0,5.0,100.0,0.0,21.513,42.3978,284.293,113.3924,260.2689,55.3553,45.5393,0
30.0,80.0,5.0,1000.0,0.0,21.5177,42.3915,284.3579,113.3933,260.276,55.3547,45.5405,0
30.0,80.0,5.0,220.0,0.0,21.5158,42.394,284.3323,113.3929,260.2732,55.355,45.5401,0
30.0,80.0,5.0,2200.0,0.0,21.5179,42.3911,284.3618,113.3934,260.2765,55.3547,45.5406,0
30.0,80.0,5.0,47.0,0.0,21.5072,42.4058,284.2116,113.3912,260.2599,55.3561,45.5378,0
30.0,80.0,5.0,470.0,0.0,21.5171,42.3923,284.3497,113.3932,260.2751,55.3548,45.5404,0
30.0,80.0,5.0,4700.0,0.0,21.5181,42.391,284.3636,113.3934,260.2767,55.3547,45.5407,0
30.0,80.0,5.0,680.0,0.0,21.5174,42.3918,284.3545,113.3933,260.2757,55.3548,45.5405,0
34.0,120.0,10.0,100.0,0.0,27.4693,69.0434,333.0002,102.0866,268.891,55.6098,45.0304,0
34.0,120.0,10.0,1000.0,0.0,27.4736,69.0387,333.0486,102.0868,268.8981,55.6088,45.0325,0
34.0,120.0,10.0,220.0,0.0,27.4719,69.0405,333.0297,102.0867,268.8953,55.6092,45.0316,0
34.0,120.0,10.0,2200.0,0.0,27.4739,69.0384,333.0515,102.0868,268.8986,55.6087,45.0326,0
34.0,120.0,10.0,47.0,0.0,27.4639,69.0495,332.9392,102.0865,268.882,55.6111,45.0278,0
34.0,120.0,10.0,470.0,0.0,27.4731,69.0393,333.0427,102.0867,268.8973,55.6089,45.0322,0
34.0,120.0,10.0,4700.0,0.0,27.474,69.0383,333.0527,102.0868,268.8988,55.6087,45.0326,0
34.0,120.0,10.0,680.0,0.0,27.4734,69.0389,333.0461,102.0868,268.8978,55.6088,45.0324,0
34.0,120.0,15.0,100.0,0.0,24.5471,98.4901,278.107,106.8464,270.2629,56.6862,42.8775,0
34.0,120.0,15.0,1000.0,0.0,24.5513,98.4856,278.1626,106.8474,270.2701,56.6854,42.8792,0
34.0,120.0,15.0,220.0,0.0,24.5496,98.4874,278.1407,106.847,270.2672,56.6857,42.8786,0
34.0,120.0,15.0,2200.0,0.0,24.5515,98.4853,278.166,106.8474,270.2705,56.6853,42.8793,0
34.0,120.0,15.0,47.0,0.0,24.5418,98.4958,278.0373,106.8451,270.2538,56.6873,42.8755,0
34.0,120.0,15.0,470.0,0.0,24.5507,98.4861,278.1556,106.8473,270.2692,56.6855,42.879,0
34.0,120.0,15.0,4700.0,0.0,24.5516,98.4852,278.1674,106.8475,270.2707,56.6853,42.8794,0
34.0,120.0,15.0,680.0,0.0,24.551,98.4858,278.1597,106.8473,270.2697,56.6854,42.8791,0
34.0,120.0,20.0,100.0,0.0,26.2904,124.1121,312.165,112.9896,271.6669,55.2535,45.743,0
34.0,120.0,20.0,1000.0,0.0,26.2992,124.1015,312.2826,112.9901,271.6741,55.252,45.746,0
34.0,120.0,20.0,220.0,0.0,26.2957,124.1057,312.2363,112.9899,271.6713,55.2526,45.7448,0
34.0,120.0,20.0,2200.0,0.0,26.2997,124.1008,312.2897,112.9901,271.6746,55.2519,45.7462,0
34.0,120.0,20.0,47.0,0.0,26.2793,124.1255,312.0175,112.9889,271.6578,55.2554,45.7393,0
34.0,120.0,20.0,470.0,0.0,26.2981,124.1028,312.2679,112.99,271.6732,55.2522,45.7456,0
34.0,120.0,20.0,4700.0,0.0,26.3,124.1006,312.2927,112.9901,271.6748,55.2519,45.7463,0
34.0,120.0,20.0,680.0,0.0,26.2987,124.102,312.2765,112.9901,271.6737,55.2521,45.7459,0
34.0,120.0,25.0,100.0,0.0,26.5756,153.3286,316.6083,113.4265,273.6462,55.1188,46.0124,0
34.0,120.0,25.0,1000.0,0.0,26.5865,153.318,316.7217,113.4271,273.6535,55.1151,46.0198,0
34.0,120.0,25.0,220.0,0.0,26.5822,153.3222,316.677,113.4269,273.6506,55.1165,46.0169,0
34.0,120.0,25.0,2200.0,0.0,26.5872,153.3173,316.7285,113.4272,273.6539,55.1149,46.0203,0
34.0,120.0,25.0,47.0,0.0,26.5619,153.3419,316.4662,113.4257,273.637,55.1234,46.0032,0
34.0,120.0,25.0,470.0,0.0,26.5852,153.3193,316.7075,113.427,273.6526,55.1156,46.0189,0
34.0,120.0,25.0,4700.0,0.0,26.5875,153.317,316.7316,113.4272,273.6541,55.1148,46.0205,0
34.0,120.0,25.0,680.0,0.0,26.586,153.3185,316.7157,113.4271,273.6531,55.1153,46.0194,0
34.0,120.0,5.0,100.0,0.0,25.6871,42.7719,284.5926,120.6309,268.1226,55.2699,45.7102,0
34.0,120.0,5.0,1000.0,0.0,25.6915,42.7658,284.6611,120.6318,268.1299,55.2694,45.7112,0
34.0,120.0,5.0,220.0,0.0,25.6897,42.7682,284.6341,120.6315,268.127,55.2696,45.7108,0
34.0,120.0,5.0,2200.0,0.0,25.6917,42.7655,284.6652,120.6319,268.1303,55.2694,45.7112,0
34.0,120.0,5.0,47.0,0.0,25.6816,42.7795,284.5068,120.6298,268.1134,55.2705,45.709,0
34.0,120.0,5.0,470.0,0.0,25.6909,42.7666,284.6525,120.6317,268.129,55.2695,45.711,0
34.0,120.0,5.0,4700.0,0.0,25.6919,42.7653,284.6671,120.6319,268.1305,55.2694,45.7112,0
34.0,120.0,5.0,680.0,0.0,25.6913,42.7662,284.6575,120.6318,268.1295,55.2694,45.7111,0
34.0,40.0,10.0,100.0,0.0,6.0927,64.7487,278.7265,47.348,183.0186,56.4572,43.3356,1
34.0,40.0,10.0,1000.0,0.0,6.101,64.7263,278.8,47.3479,183.0235,56.4528,43.3444,1
34.0,40.0,10.0,220.0,0.0,6.0977,64.7352,278.7709,47.3479,183.0216,56.4545,43.3409,1
34.0,40.0,10.0,2200.0,0.0,6.1015,64.725,278.8045,47.3479,183.0238,56.4525,43.3449,1
34.0,40.0,10.0,47.0,0.0,6.085,64.7708,278.6533,47.3479,183.0125,56.4608,43.3285,1
34.0,40.0,10.0,470.0,0.0,6.1,64.7291,278.7908,47.3479,183.0229,56.4534,43.3433,1
34.0,40.0,10.0,4700.0,0.0,6.1018,64.7244,278.8064,47.3479,183.024,56.4524,43.3452,1
34.0,40.0,10.0,680.0,0.0,6.1006,64.7275,278.7962,47.3479,183.0233,56.453,43.3439,1
34.0,40.0,15.0,100.0,0.0,4.0804,94.4233,249.5515,48.8497,190.243,57.3154,41.6192,1
34.0,40.0,15.0,1000.0,0.0,4.0821,94.4179,249.5822,48.8514,190.2481,57.3155,41.6189,1
34.0,40.0,15.0,220.0,0.0,4.0814,94.42,249.5701,48.8513,190.2461,57.3155,41.619,1
34.0,40.0,15.0,2200.0,0.0,4.0822,94.4175,249.5841,48.8511,190.2484,57.3156,41.6189,1
34.0,40.0,15.0,47.0,0.0,4.0783,94.4301,249.5132,48.8448,190.2367,57.3152,41.6196,1
34.0,40.0,15.0,470.0,0.0,4.0819,94.4185,249.5784,48.8515,190.2475,57.3155,41.619,1
34.0,40.0,15.0,4700.0,0.0,4.0822,94.4174,249.5849,48.851,190.2485,57.3156,41.6189,1
34.0,40.0,15.0,680.0,0.0,4.082,94.4181,249.5806,48.8516,190.2478,57.3155,41.6189,1
34.0,40.0,20.0,100.0,0.0,4.4123,121.3931,259.2365,58.7018,191.5833,56.6826,42.8847,1
34.0,40.0,20.0,1000.0,0.0,4.4182,121.3841,259.2338,59.0136,191.5884,56.6822,42.8856,1
34.0,40.0,20.0,220.0,0.0,4.4159,121.3843,259.2785,58.7019,191.5863,56.6824,42.8853,1
34.0,40.0,20.0,2200.0,0.0,4.4186,121.3833,259.2169,59.0142,191.5887,56.6822,42.8857,1
34.0,40.0,20.0,47.0,0.0,4.4048,121.4149,259.0831,58.9701,191.5769,56.6832,42.8835,1
34.0,40.0,20.0,470.0,0.0,4.4175,121.3859,259.2251,59.0125,191.5877,56.6822,42.8855,1
34.0,40.0,20.0,4700.0,0.0,4.4188,121.3829,259.2188,59.0144,191.5888,56.6821,42.8857,1
34.0,40.0,20.0,680.0,0.0,4.4179,121.3849,259.2301,59.0131,191.5881,56.6822,42.8856,1
34.0,40.0,25.0,100.0,0.0,5.8256,149.1334,271.737,51.4854,187.6808,55.3327,45.5846,1
34.0,40.0,25.0,1000.0,0.0,5.8315,149.1209,271.7904,51.4854,187.6859,55.331,45.588,1
34.0,40.0,25.0,220.0,0.0,5.8292,149.1257,271.7695,51.4854,187.6839,55.3317,45.5866,1
34.0,40.0,25.0,2200.0,0.0,5.8319,149.1201,271.7935,51.4854,187.6861,55.3309,45.5882,1
34.0,40.0,25.0,47.0,0.0,5.8183,149.1497,271.668,51.4854,187.6746,55.3349,45.5803,1
34.0,40.0,25.0,470.0,0.0,5.8308,149.1224,271.7838,51.4854,187.6852,55.3312,45.5876,1
34.0,40.0,25.0,4700.0,0.0,5.832,149.1198,271.7949,51.4854,187.6863,55.3309,45.5883,1
34.0,40.0,25.0,680.0,0.0,5.8312,149.1215,271.7876,51.4854,187.6856,55.3311,45.5878,1
34.0,40.0,5.0,100.0,0.0,3.9629,39.3651,249.9671,61.1066,189.025,56.5877,43.0746,1
34.0,40.0,5.0,1000.0,0.0,3.9691,39.3186,250.1943,61.1068,189.0301,56.5963,43.0573,1
34.0,40.0,5.0,220.0,0.0,3.9667,39.3364,250.1072,61.1067,189.0281,56.5931,43.0638,1
34.0,40.0,5.0,2200.0,0.0,3.9695,39.3177,250.1985,61.1068,189.0304,56.5962,43.0576,1
34.0,40.0,5.0,47.0,0.0,3.9551,39.4244,249.6777,61.1062,189.0186,56.5766,43.0969,1
34.0,40.0,5.0,470.0,0.0,3.9683,39.3237,250.1693,61.1068,189.0295,56.5955,43.0591,1
34.0,40.0,5.0,4700.0,0.0,3.9697,39.3173,250.2003,61.1068,189.0306,56.5962,43.0577,1
34.0,40.0,5.0,680.0,0.0,3.9688,39.3203,250.1861,61.1068,189.0299,56.5961,43.0578,1
