Ron_ohm,ODT_ohm,trace_length_mm,C_decap_nF,overshoot_pct,undershoot_pct,prop_delay_ps,eye_height_mV,SSN_mV,transition_pp_mV,setup_margin_ps,rise_time_ps,analysis_pass
34.0,48.0,10.0,100.0,0.0,10.2885,65.8373,293.577,57.6372,201.5018,56.2512,43.7476,1
34.0,48.0,10.0,1000.0,0.0,10.2971,65.8201,293.6518,57.6372,201.5072,56.247,43.7559,1
34.0,48.0,10.0,220.0,0.0,10.2937,65.8269,293.6224,57.6372,201.5051,56.2487,43.7527,1
34.0,48.0,10.0,2200.0,0.0,10.2976,65.8191,293.6563,57.6372,201.5075,56.2468,43.7564,1
34.0,48.0,10.0,47.0,0.0,10.2778,65.859,293.4823,57.6372,201.4951,56.2564,43.7372,1
34.0,48.0,10.0,470.0,0.0,10.296,65.8223,293.6425,57.6372,201.5065,56.2475,43.7549,1
34.0,48.0,10.0,4700.0,0.0,10.2978,65.8187,293.6583,57.6372,201.5077,56.2467,43.7567,1
34.0,48.0,10.0,680.0,0.0,10.2966,65.821,293.6479,57.6372,201.5069,56.2472,43.7555,1
34.0,48.0,15.0,100.0,0.0,8.0192,95.5351,259.805,59.4791,208.8483,57.1998,41.8503,1
34.0,48.0,15.0,1000.0,0.0,8.021,95.5315,259.8325,59.4795,208.8538,57.2,41.85,1
34.0,48.0,15.0,220.0,0.0,8.0203,95.5329,259.8216,59.4793,208.8516,57.1999,41.8501,1
34.0,48.0,15.0,2200.0,0.0,8.0211,95.5313,259.8341,59.4795,208.8542,57.2,41.8499,1
34.0,48.0,15.0,47.0,0.0,8.017,95.54,259.769,59.4786,208.8413,57.1996,41.8508,1
34.0,48.0,15.0,470.0,0.0,8.0207,95.532,259.8291,59.4794,208.8531,57.2,41.85,1
34.0,48.0,15.0,4700.0,0.0,8.0211,95.5312,259.8348,59.4795,208.8543,57.2,41.8499,1
34.0,48.0,15.0,680.0,0.0,8.0209,95.5317,259.8311,59.4795,208.8535,57.2,41.85,1
34.0,48.0,20.0,100.0,0.0,8.6474,122.1273,273.3642,66.8878,210.225,56.3494,43.5513,1
34.0,48.0,20.0,1000.0,0.0,8.656,122.1107,273.4606,66.8879,210.2306,56.3474,43.5552,1
34.0,48.0,20.0,220.0,0.0,8.6518,122.1182,273.4178,66.8879,210.2284,56.3486,43.5527,1
34.0,48.0,20.0,2200.0,0.0,8.6567,122.1096,273.467,66.8879,210.2309,56.3472,43.5556,1
34.0,48.0,20.0,47.0,0.0,8.6398,122.1523,273.2211,66.8877,210.218,56.3469,43.5562,1
34.0,48.0,20.0,470.0,0.0,8.6547,122.1131,273.4471,66.8879,210.2299,56.3478,43.5544,1
34.0,48.0,20.0,4700.0,0.0,8.657,122.1091,273.4701,66.8879,210.2311,56.3471,43.5558,1
34.0,48.0,20.0,680.0,0.0,8.6554,122.1117,273.455,66.8879,210.2303,56.3476,43.5548,1
34.0,48.0,25.0,100.0,0.0,9.9465,150.1614,284.9815,62.5423,206.2872,55.241,45.768,1
34.0,48.0,25.0,1000.0,0.0,9.9524,150.1489,285.0488,62.5421,206.2927,55.2395,45.771,1
34.0,48.0,25.0,220.0,0.0,9.9501,150.1537,285.0227,62.5422,206.2905,55.2401,45.7698,1
34.0,48.0,25.0,2200.0,0.0,9.9528,150.1481,285.0528,62.5421,206.293,55.2394,45.7711,1
34.0,48.0,25.0,47.0,0.0,9.939,150.1777,284.8952,62.5426,206.2803,55.2429,45.7642,1
34.0,48.0,25.0,470.0,0.0,9.9517,150.1504,285.0405,62.5421,206.292,55.2397,45.7706,1
34.0,48.0,25.0,4700.0,0.0,9.953,150.1478,285.0545,62.5421,206.2932,55.2394,45.7712,1
34.0,48.0,25.0,680.0,0.0,9.9521,150.1495,285.0453,62.5421,206.2924,55.2396,45.7708,1
34.0,48.0,5.0,100.0,0.0,8.133,40.2694,261.6296,72.7882,207.3566,56.3173,43.6154,1
34.0,48.0,5.0,1000.0,0.0,8.1394,40.2482,261.7576,72.7885,207.3622,56.3191,43.6118,1
34.0,48.0,5.0,220.0,0.0,8.1369,40.2527,261.7303,72.7884,207.36,56.3199,43.6102,1
34.0,48.0,5.0,2200.0,0.0,8.1398,40.2475,261.7618,72.7885,207.3626,56.319,43.612,1
34.0,48.0,5.0,47.0,0.0,8.1251,40.3168,261.3415,72.7878,207.3496,56.307,43.6361,1
34.0,48.0,5.0,470.0,0.0,8.1386,40.2496,261.7491,72.7884,207.3615,56.3194,43.6113,1
34.0,48.0,5.0,4700.0,0.0,8.1399,40.2472,261.7636,72.7885,207.3627,56.3189,43.6121,1
34.0,48.0,5.0,680.0,0.0,8.139,40.2488,261.7541,72.7885,207.362,56.3192,43.6116,1
34.0,60.0,10.0,100.0,0.0,15.1288,66.9005,308.251,69.8445,221.8445,56.0322,44.1856,1
34.0,60.0,10.0,1000.0,0.0,15.1374,66.8871,308.3274,69.8445,221.8504,56.0282,44.1936,1
34.0,60.0,10.0,220.0,0.0,15.134,66.8923,308.2975,69.8445,221.8481,56.0298,44.1905,1
34.0,60.0,10.0,2200.0,0.0,15.1379,66.8863,308.332,69.8445,221.8508,56.0279,44.1941,1
34.0,60.0,10.0,47.0,0.0,15.1179,66.9174,308.1546,69.8446,221.8371,56.0372,44.1756,1
34.0,60.0,10.0,470.0,0.0,15.1363,66.8888,308.3179,69.8445,221.8497,56.0287,44.1926,1
34.0,60.0,10.0,4700.0,0.0,15.1382,66.8859,308.3341,69.8445,221.8509,56.0278,44.1943,1
34.0,60.0,10.0,680.0,0.0,15.137,66.8878,308.3234,69.8445,221.8501,56.0284,44.1932,1
34.0,60.0,15.0,100.0,0.0,12.5473,96.5925,268.7345,72.2835,229.2005,57.0572,42.1356,1
34.0,60.0,15.0,1000.0,0.0,12.5491,96.5898,268.7619,72.2838,229.2066,57.0574,42.1352,1
34.0,60.0,15.0,220.0,0.0,12.5484,96.5909,268.7511,72.2837,229.2042,57.0573,42.1353,1
34.0,60.0,15.0,2200.0,0.0,12.5492,96.5897,268.7635,72.2838,229.207,57.0574,42.1352,1
34.0,60.0,15.0,47.0,0.0,12.545,96.5963,268.6975,72.2831,229.1929,57.057,42.136,1
34.0,60.0,15.0,470.0,0.0,12.5489,96.5901,268.7585,72.2838,229.2058,57.0574,42.1352,1
34.0,60.0,15.0,4700.0,0.0,12.5493,96.5896,268.7642,72.2838,229.2071,57.0574,42.1352,1
34.0,60.0,15.0,680.0,0.0,12.549,96.5899,268.7605,72.2838,229.2063,57.0574,42.1352,1
34.0,60.0,20.0,100.0,0.0,13.5868,122.7954,287.8306,80.6143,230.5667,55.9781,44.2939,1
34.0,60.0,20.0,1000.0,0.0,13.5976,122.7801,287.9423,80.6144,230.5729,55.9751,44.2997,1
34.0,60.0,20.0,220.0,0.0,13.5934,122.7861,287.8985,80.6144,230.5705,55.9763,44.2974,1
34.0,60.0,20.0,2200.0,0.0,13.5983,122.7792,287.949,80.6144,230.5732,55.975,44.3001,1
34.0,60.0,20.0,47.0,0.0,13.5733,122.8284,287.5995,80.6141,230.559,55.9755,44.2989,1
34.0,60.0,20.0,470.0,0.0,13.5963,122.782,287.9286,80.6144,230.5721,55.9755,44.299,1
34.0,60.0,20.0,4700.0,0.0,13.5986,122.7788,287.9519,80.6144,230.5734,55.9749,44.3002,1
34.0,60.0,20.0,680.0,0.0,13.5971,122.7809,287.9366,80.6144,230.5726,55.9753,44.2994,1
34.0,60.0,25.0,100.0,0.0,14.677,151.2013,297.6002,79.3308,226.649,55.1424,45.9651,1
34.0,60.0,25.0,1000.0,0.0,14.683,151.1909,297.6758,79.3309,226.6551,55.141,45.968,1
34.0,60.0,25.0,220.0,0.0,14.6807,151.1948,297.6469,79.3309,226.6527,55.1416,45.9669,1
34.0,60.0,25.0,2200.0,0.0,14.6834,151.1903,297.6801,79.3309,226.6555,55.1409,45.9682,1
34.0,60.0,25.0,47.0,0.0,14.672,151.2227,297.4875,79.3498,226.6415,55.1035,46.0429,1
34.0,60.0,25.0,470.0,0.0,14.6823,151.1921,297.667,79.3309,226.6543,55.1412,45.9677,1
34.0,60.0,25.0,4700.0,0.0,14.6836,151.19,297.6819,79.3309,226.6556,55.1409,45.9683,1
34.0,60.0,25.0,680.0,0.0,14.6827,151.1914,297.6721,79.3309,226.6548,55.1411,45.9679,1
34.0,60.0,5.0,100.0,0.0,12.9925,41.1529,272.1638,86.7245,221.7575,56.0092,44.2316,1
34.0,60.0,5.0,1000.0,0.0,12.9966,41.1456,272.219,86.7249,221.7635,56.0088,44.2325,1
34.0,60.0,5.0,220.0,0.0,12.995,41.1485,272.1973,86.7248,221.7611,56.0089,44.2321,1
34.0,60.0,5.0,2200.0,0.0,12.9968,41.1451,272.2223,86.725,221.7639,56.0087,44.2325,1
34.0,60.0,5.0,47.0,0.0,12.9873,41.1621,272.0946,86.724,221.7499,56.0098,44.2305,1
34.0,60.0,5.0,470.0,0.0,12.9961,41.1465,272.2121,86.7249,221.7627,56.0088,44.2324,1
34.0,60.0,5.0,4700.0,0.0,12.9969,41.1449,272.2238,86.725,221.764,56.0087,44.2326,1
34.0,60.0,5.0,680.0,0.0,12.9964,41.146,272.2161,86.7249,221.7632,56.0088,44.2324,1
34.0,80.0,10.0,100.0,0.0,20.7728,67.964,321.8792,84.4408,244.205,55.8196,44.6108,1
34.0,80.0,10.0,1000.0,0.0,20.7815,67.9533,321.9582,84.4408,244.2115,55.8157,44.6185,1
34.0,80.0,10.0,220.0,0.0,20.7781,67.9574,321.9274,84.4408,244.209,55.8173,44.6155,1
34.0,80.0,10.0,2200.0,0.0,20.7821,67.9526,321.9629,84.4408,244.2119,55.8155,44.619,1
34.0,80.0,10.0,47.0,0.0,20.7617,67.9775,321.7796,84.4408,244.1969,55.8244,44.6012,1
34.0,80.0,10.0,470.0,0.0,20.7804,67.9546,321.9484,84.4409,244.2107,55.8162,44.6175,1
34.0,80.0,10.0,4700.0,0.0,20.7823,67.9523,321.965,84.4409,244.2121,55.8154,44.6192,1
34.0,80.0,10.0,680.0,0.0,20.7811,67.9538,321.9541,84.4408,244.2112,55.8159,44.6181,1
34.0,80.0,15.0,100.0,0.0,17.8502,97.6902,274.4443,88.3299,251.5475,56.9667,42.3166,1
34.0,80.0,15.0,1000.0,0.0,17.8542,97.6857,274.4908,88.3305,251.5543,56.9658,42.3183,1
34.0,80.0,15.0,220.0,0.0,17.8526,97.6875,274.4724,88.3302,251.5516,56.9662,42.3176,1
34.0,80.0,15.0,2200.0,0.0,17.8544,97.6854,274.4936,88.3305,251.5547,56.9658,42.3184,1
34.0,80.0,15.0,47.0,0.0,17.8451,97.6959,274.3862,88.3291,251.5391,56.9678,42.3144,1
34.0,80.0,15.0,470.0,0.0,17.8537,97.6863,274.485,88.3304,251.5534,56.966,42.3181,1
34.0,80.0,15.0,4700.0,0.0,17.8545,97.6853,274.4948,88.3305,251.5549,56.9658,42.3185,1
34.0,80.0,15.0,680.0,0.0,17.854,97.6859,274.4883,88.3305,251.5539,56.9659,42.3182,1
34.0,80.0,20.0,100.0,0.0,19.3712,123.4857,301.1035,97.1697,252.8743,55.6022,45.0457,1
34.0,80.0,20.0,1000.0,0.0,19.3798,123.475,301.2044,97.1701,252.881,55.6006,45.0489,1
34.0,80.0,20.0,220.0,0.0,19.3764,123.4792,301.1648,97.1699,252.8784,55.6012,45.0476,1
34.0,80.0,20.0,2200.0,0.0,19.3803,123.4743,301.2103,97.1701,252.8814,55.6005,45.0491,1
34.0,80.0,20.0,47.0,0.0,19.3604,123.5015,300.9588,97.1694,252.8658,55.6031,45.0438,1
34.0,80.0,20.0,470.0,0.0,19.3787,123.4763,301.1919,97.17,252.8802,55.6008,45.0485,1
34.0,80.0,20.0,4700.0,0.0,19.3806,123.4741,301.2129,97.1701,252.8816,55.6004,45.0492,1
34.0,80.0,20.0,680.0,0.0,19.3794,123.4755,301.1993,97.17,252.8807,55.6006,45.0487,1
34.0,80.0,25.0,100.0,0.0,20.1441,152.2571,308.6321,94.8324,248.9768,55.0945,46.0609,1
34.0,80.0,25.0,1000.0,0.0,20.1503,152.2485,308.7101,94.8327,248.9834,55.0932,46.0636,1
34.0,80.0,25.0,220.0,0.0,20.1478,152.2519,308.6794,94.8325,248.9808,55.0937,46.0626,1
34.0,80.0,25.0,2200.0,0.0,20.1507,152.248,308.7148,94.8327,248.9838,55.0931,46.0638,1
34.0,80.0,25.0,47.0,0.0,20.1363,152.2679,308.5344,94.832,248.9685,55.0962,46.0576,1
34.0,80.0,25.0,470.0,0.0,20.1495,152.2496,308.7003,94.8326,248.9826,55.0934,46.0633,1
34.0,80.0,25.0,4700.0,0.0,20.1508,152.2478,308.7169,94.8327,248.984,55.0931,46.0639,1
34.0,80.0,25.0,680.0,0.0,20.15,152.249,308.706,94.8326,248.9831,55.0933,46.0635,1
34.0,80.0,5.0,100.0,0.0,18.7508,41.9778,280.5692,97.1042,243.7622,55.6594,44.9312,1
34.0,80.0,5.0,1000.0,0.0,18.7551,41.9705,280.6348,97.1047,243.7688,55.6589,44.9321,1
34.0,80.0,5.0,220.0,0.0,18.7534,41.9734,280.609,97.1045,243.7662,55.6591,44.9317,1
34.0,80.0,5.0,2200.0,0.0,18.7553,41.9701,280.6388,97.1047,243.7692,55.6589,44.9322,1
34.0,80.0,5.0,47.0,0.0,18.7454,41.987,280.4869,97.1035,243.7539,55.66,44.93,1
34.0,80.0,5.0,470.0,0.0,18.7545,41.9714,280.6266,97.1046,243.768,55.659,44.932,1
34.0,80.0,5.0,4700.0,0.0,18.7554,41.9699,280.6406,97.1047,243.7694,55.6589,44.9322,1
34.0,80.0,5.0,680.0,0.0,18.7548,41.9709,280.6314,97.1047,243.7684,55.659,44.9321,1
38.0,120.0,10.0,100.0,0.0,23.7796,69.0166,305.2418,97.2223,255.4473,55.804,44.642,1
38.0,120.0,10.0,1000.0,0.0,23.7836,69.0115,305.2922,97.2226,255.4541,55.803,44.644,1
38.0,120.0,10.0,220.0,0.0,23.7821,69.0135,305.2723,97.2224,255.4514,55.8034,44.6432,1
38.0,120.0,10.0,2200.0,0.0,23.7839,69.0111,305.2952,97.2226,255.4545,55.803,44.6441,1
38.0,120.0,10.0,47.0,0.0,23.7746,69.023,305.1786,97.2219,255.4387,55.8052,44.6395,1
38.0,120.0,10.0,470.0,0.0,23.7831,69.0121,305.2858,97.2225,255.4532,55.8031,44.6437,1
38.0,120.0,10.0,4700.0,0.0,23.784,69.011,305.2966,97.2226,255.4547,55.8029,44.6441,1
38.0,120.0,10.0,680.0,0.0,23.7834,69.0117,305.2895,97.2226,255.4538,55.8031,44.6439,1
38.0,120.0,15.0,100.0,0.0,22.4749,98.2111,274.6799,104.9872,256.7497,56.3084,43.6333,0
38.0,120.0,15.0,1000.0,0.0,22.4789,98.2066,274.7344,104.988,256.7566,56.3075,43.6351,0
38.0,120.0,15.0,220.0,0.0,22.4773,98.2084,274.7129,104.9877,256.7539,56.3078,43.6344,0
38.0,120.0,15.0,2200.0,0.0,22.4791,98.2063,274.7377,104.9881,256.757,56.3074,43.6352,0
38.0,120.0,15.0,47.0,0.0,22.4699,98.2168,274.6116,104.9863,256.7411,56.3095,43.6311,0
38.0,120.0,15.0,470.0,0.0,22.4784,98.2072,274.7276,104.9879,256.7557,56.3076,43.6348,0
38.0,120.0,15.0,4700.0,0.0,22.4793,98.2062,274.7392,104.9881,256.7572,56.3074,43.6352,0
38.0,120.0,15.0,680.0,0.0,22.4787,98.2068,274.7316,104.988,256.7562,56.3075,43.635,0
38.0,120.0,20.0,100.0,0.0,23.0129,123.5146,303.409,101.7786,258.0835,55.8168,44.6164,0
38.0,120.0,20.0,1000.0,0.0,23.021,123.5023,303.5305,101.779,258.0904,55.8159,44.6182,0
38.0,120.0,20.0,220.0,0.0,23.0178,123.5071,303.4831,101.7788,258.0877,55.8163,44.6175,0
38.0,120.0,20.0,2200.0,0.0,23.0215,123.5015,303.5377,101.779,258.0908,55.8159,44.6183,0
38.0,120.0,20.0,47.0,0.0,23.0027,123.5418,303.1552,101.778,258.0749,55.813,44.624,0
38.0,120.0,20.0,470.0,0.0,23.02,123.5038,303.5155,101.7789,258.0896,55.816,44.6179,0
38.0,120.0,20.0,4700.0,0.0,23.0217,123.5012,303.5409,101.779,258.091,55.8158,44.6183,0
38.0,120.0,20.0,680.0,0.0,23.0206,123.5029,303.5242,101.779,258.0901,55.816,44.6181,0
38.0,120.0,25.0,100.0,0.0,23.1228,153.0817,295.5229,103.2304,254.2791,55.7319,44.7862,0
38.0,120.0,25.0,1000.0,0.0,23.133,153.0713,295.6267,103.2309,254.2859,55.7285,44.7929,0
38.0,120.0,25.0,220.0,0.0,23.129,153.0754,295.5858,103.2307,254.2832,55.7299,44.7903,0
38.0,120.0,25.0,2200.0,0.0,23.1336,153.0706,295.633,103.2309,254.2863,55.7283,44.7933,0
38.0,120.0,25.0,47.0,0.0,23.1101,153.0947,295.3929,103.2299,254.2706,55.7361,44.7777,0
38.0,120.0,25.0,470.0,0.0,23.1317,153.0726,295.6137,103.2308,254.2851,55.729,44.7921,0
38.0,120.0,25.0,4700.0,0.0,23.1339,153.0703,295.6358,103.2309,254.2865,55.7282,44.7935,0
38.0,120.0,25.0,680.0,0.0,23.1325,153.0718,295.6213,103.2309,254.2856,55.7287,44.7926,0
38.0,120.0,5.0,100.0,0.0,23.0142,42.4012,281.0851,110.2622,251.4987,55.6534,44.9432,0
38.0,120.0,5.0,1000.0,0.0,23.0182,42.3941,281.158,110.2628,251.5055,55.653,44.9439,0
38.0,120.0,5.0,220.0,0.0,23.0166,42.3969,281.1293,110.2626,251.5028,55.6532,44.9436,0
38.0,120.0,5.0,2200.0,0.0,23.0185,42.3937,281.1625,110.2629,251.5059,55.653,44.944,0
38.0,120.0,5.0,47.0,0.0,23.009,42.41,280.9937,110.2613,251.4903,55.6539,44.9423,0
38.0,120.0,5.0,470.0,0.0,23.0177,42.395,281.1489,110.2628,251.5047,55.6531,44.9438,0
38.0,120.0,5.0,4700.0,0.0,23.0186,42.3935,281.1645,110.2629,251.5061,55.653,44.944,0
38.0,120.0,5.0,680.0,0.0,23.018,42.3945,281.1543,110.2628,251.5052,55.6531,44.9439,0
38.0,40.0,10.0,100.0,0.0,2.5348,64.7915,258.6846,44.4082,173.8677,56.6843,42.8814,1
38.0,40.0,10.0,1000.0,0.0,2.5384,64.7819,258.7145,44.4082,173.8724,56.683,42.8839,1
38.0,40.0,10.0,220.0,0.0,2.537,64.7857,258.7027,44.4082,173.8705,56.6835,42.883,1
38.0,40.0,10.0,2200.0,0.0,2.5386,64.7813,258.7163,44.4082,173.8726,56.683,42.8841,1
38.0,40.0,10.0,47.0,0.0,2.5303,64.8037,258.6467,44.4081,173.8619,56.6858,42.8783,1
38.0,40.0,10.0,470.0,0.0,2.5379,64.7831,258.7108,44.4082,173.8718,56.6832,42.8836,1
38.0,40.0,10.0,4700.0,0.0,2.5387,64.7811,258.7171,44.4082,173.8728,56.6829,42.8842,1
38.0,40.0,10.0,680.0,0.0,2.5382,64.7824,258.713,44.4082,173.8721,56.6831,42.8838,1
38.0,40.0,15.0,100.0,0.0,1.3447,94.771,240.7582,49.1668,180.7309,57.2809,41.6882,1
38.0,40.0,15.0,1000.0,0.0,1.3482,94.7627,240.7926,49.1675,180.7357,57.2797,41.6905,1
38.0,40.0,15.0,220.0,0.0,1.3468,94.7659,240.7791,49.1672,180.7338,57.2802,41.6896,1
38.0,40.0,15.0,2200.0,0.0,1.3484,94.7622,240.7946,49.1675,180.736,57.2797,41.6907,1
38.0,40.0,15.0,47.0,0.0,1.3411,94.7803,240.7278,49.0744,180.7248,57.2818,41.6865,1
38.0,40.0,15.0,470.0,0.0,1.3478,94.7637,240.7883,49.1674,180.7351,57.2799,41.6902,1
38.0,40.0,15.0,4700.0,0.0,1.3485,94.762,240.7954,49.1675,180.7361,57.2796,41.6907,1
38.0,40.0,15.0,680.0,0.0,1.348,94.7631,240.7908,49.1675,180.7354,57.2798,41.6904,1
38.0,40.0,20.0,100.0,0.0,1.7847,120.5958,251.0842,49.5128,182.0041,56.7631,42.7237,1
38.0,40.0,20.0,1000.0,0.0,1.7951,120.5353,251.2927,49.513,182.0089,56.7707,42.7087,1
38.0,40.0,20.0,220.0,0.0,1.7905,120.556,251.2161,49.5129,182.007,56.7693,42.7115,1
38.0,40.0,20.0,2200.0,0.0,1.7958,120.5321,251.3046,49.513,182.0092,56.7709,42.7082,1
38.0,40.0,20.0,47.0,0.0,1.78,120.6493,250.9826,49.5124,181.998,56.7509,42.7481,1
38.0,40.0,20.0,470.0,0.0,1.7936,120.5419,251.2684,49.513,182.0083,56.7702,42.7096,1
38.0,40.0,20.0,4700.0,0.0,1.7962,120.531,251.3087,49.5131,182.0094,56.7708,42.7084,1
38.0,40.0,20.0,680.0,0.0,1.7945,120.5381,251.2826,49.513,182.0087,56.7705,42.709,1
38.0,40.0,25.0,100.0,0.0,2.4227,148.7323,255.0508,48.1146,178.2968,56.1452,43.9595,1
38.0,40.0,25.0,1000.0,0.0,2.4282,148.7157,255.2831,48.1146,178.3016,56.1436,43.9629,1
38.0,40.0,25.0,220.0,0.0,2.426,148.7219,255.0917,48.1146,178.2997,56.1442,43.9615,1
38.0,40.0,25.0,2200.0,0.0,2.4285,148.7146,255.287,48.1146,178.3018,56.1435,43.9631,1
38.0,40.0,25.0,47.0,0.0,2.4157,148.7539,254.9666,48.1146,178.2908,56.1473,43.9554,1
38.0,40.0,25.0,470.0,0.0,2.4275,148.7177,255.1802,48.1146,178.301,56.1438,43.9624,1
38.0,40.0,25.0,4700.0,0.0,2.4287,148.7142,255.2887,48.1146,178.302,56.1434,43.9631,1
38.0,40.0,25.0,680.0,0.0,2.4279,148.7165,255.2318,48.1146,178.3013,56.1437,43.9627,1
38.0,40.0,5.0,100.0,0.0,1.5921,38.9916,243.5977,52.5658,175.9885,56.7106,42.8287,1
38.0,40.0,5.0,1000.0,0.0,1.5978,38.9391,243.8173,52.4472,175.9932,56.7177,42.8147,1
38.0,40.0,5.0,220.0,0.0,1.5955,38.9597,243.731,52.4926,175.9913,56.7149,42.8202,1
38.0,40.0,5.0,2200.0,0.0,1.5981,38.938,243.8218,52.4433,175.9935,56.7176,42.8149,1
38.0,40.0,5.0,47.0,0.0,1.5873,39.0561,243.3273,52.6152,175.9825,56.6992,42.8516,1
38.0,40.0,5.0,470.0,0.0,1.5971,38.9452,243.7916,52.4602,175.9926,56.7169,42.8162,1
38.0,40.0,5.0,4700.0,0.0,1.5983,38.9375,243.8238,52.4415,175.9936,56.7175,42.815,1
38.0,40.0,5.0,680.0,0.0,1.5975,38.9412,243.8082,52.4513,175.993,56.7174,42.8151,1
38.0,48.0,10.0,100.0,0.0,6.6234,65.8823,271.8926,54.2606,191.4268,56.4887,43.2726,1
38.0,48.0,10.0,1000.0,0.0,6.627,65.8728,271.9347,54.2606,191.4318,56.4875,43.275,1
38.0,48.0,10.0,220.0,0.0,6.6256,65.8765,271.9181,54.2606,191.4298,56.488,43.2741,1
38.0,48.0,10.0,2200.0,0.0,6.6272,65.8723,271.9373,54.2606,191.4322,56.4874,43.2752,1
38.0,48.0,10.0,47.0,0.0,6.6188,65.8941,271.8398,54.2606,191.4204,56.4902,43.2697,1
38.0,48.0,10.0,470.0,0.0,6.6266,65.874,271.9295,54.2606,191.4312,56.4876,43.2747,1
38.0,48.0,10.0,4700.0,0.0,6.6273,65.872,271.9384,54.2606,191.4323,56.4874,43.2752,1
38.0,48.0,10.0,680.0,0.0,6.6268,65.8733,271.9326,54.2606,191.4316,56.4875,43.2749,1
38.0,48.0,15.0,100.0,0.0,5.4057,95.6339,251.6202,59.6512,198.4059,57.0235,42.2029,1
38.0,48.0,15.0,1000.0,0.0,5.4099,95.6259,251.6682,59.6514,198.4111,57.0229,42.2041,1
38.0,48.0,15.0,220.0,0.0,5.4079,95.6296,251.6467,59.6505,198.4091,57.0233,42.2033,1
38.0,48.0,15.0,2200.0,0.0,5.4103,95.6253,251.672,59.6517,198.4115,57.0228,42.2043,1
38.0,48.0,15.0,47.0,0.0,5.4011,95.6423,251.5677,59.6524,198.3992,57.0243,42.2014,1
38.0,48.0,15.0,470.0,0.0,5.4091,95.6273,251.6603,59.6508,198.4105,57.0232,42.2037,1
38.0,48.0,15.0,4700.0,0.0,5.4104,95.625,251.6737,59.6519,198.4116,57.0228,42.2044,1
38.0,48.0,15.0,680.0,0.0,5.4095,95.6265,251.6649,59.6512,198.4109,57.023,42.204,1
38.0,48.0,20.0,100.0,0.0,5.8924,121.3815,265.0001,60.0909,199.7137,56.4592,43.3315,1
38.0,48.0,20.0,1000.0,0.0,5.9022,121.3439,265.1855,60.091,199.719,56.4631,43.3238,1
38.0,48.0,20.0,220.0,0.0,5.8984,121.3575,265.1179,60.0909,199.7169,56.462,43.326,1
38.0,48.0,20.0,2200.0,0.0,5.9028,121.3428,265.1914,60.091,199.7194,56.4629,43.3242,1
38.0,48.0,20.0,47.0,0.0,5.8801,121.4312,264.7555,60.0909,199.7071,56.4536,43.3428,1
38.0,48.0,20.0,470.0,0.0,5.901,121.347,265.17,60.0909,199.7184,56.4632,43.3236,1
38.0,48.0,20.0,4700.0,0.0,5.9032,121.3422,265.1943,60.091,199.7195,56.4628,43.3245,1
38.0,48.0,20.0,680.0,0.0,5.9017,121.3449,265.1805,60.091,199.7188,56.4632,43.3235,1
38.0,48.0,25.0,100.0,0.0,6.4674,149.8253,267.4713,58.5882,195.9728,55.9691,44.3117,1
38.0,48.0,25.0,1000.0,0.0,6.4731,149.812,267.5396,58.5881,195.978,55.9676,44.3149,1
38.0,48.0,25.0,220.0,0.0,6.4708,149.8172,267.5127,58.5881,195.976,55.9682,44.3136,1
38.0,48.0,25.0,2200.0,0.0,6.4734,149.8112,267.5437,58.5881,195.9784,55.9675,44.3151,1
38.0,48.0,25.0,47.0,0.0,6.4604,149.8419,267.3857,58.5884,195.9663,55.9711,44.3078,1
38.0,48.0,25.0,470.0,0.0,6.4724,149.8137,267.531,58.5881,195.9774,55.9678,44.3145,1
38.0,48.0,25.0,4700.0,0.0,6.4736,149.8109,267.5456,58.5881,195.9785,55.9674,44.3152,1
38.0,48.0,25.0,680.0,0.0,6.4728,149.8127,267.536,58.5881,195.9778,55.9676,44.3147,1
38.0,48.0,5.0,100.0,0.0,5.6838,39.8961,255.2281,63.5916,193.5114,56.4725,43.305,1
38.0,48.0,5.0,1000.0,0.0,5.6875,39.8686,255.3704,63.5971,193.5166,56.4772,43.2957,1
38.0,48.0,5.0,220.0,0.0,5.6861,39.873,255.3479,63.5949,193.5145,56.4773,43.2955,1
38.0,48.0,5.0,2200.0,0.0,5.6878,39.868,255.3739,63.5974,193.5169,56.4772,43.2957,1
38.0,48.0,5.0,47.0,0.0,5.6792,39.9481,254.9575,62.2551,193.5049,56.4613,43.3275,1
38.0,48.0,5.0,470.0,0.0,5.6871,39.87,255.3633,63.5964,193.5159,56.4772,43.2956,1
38.0,48.0,5.0,4700.0,0.0,5.6879,39.8677,255.3754,63.5976,193.517,56.4771,43.2957,1
38.0,48.0,5.0,680.0,0.0,5.6874,39.8692,255.3675,63.5968,193.5163,56.4772,43.2956,1
38.0,60.0,10.0,100.0,0.0,11.3774,66.9465,284.8039,65.9282,210.7523,56.2718,43.7063,1
38.0,60.0,10.0,1000.0,0.0,11.3811,66.9392,284.8471,65.9281,210.758,56.2707,43.7085,1
38.0,60.0,10.0,220.0,0.0,11.3797,66.942,284.8302,65.9281,210.7558,56.2712,43.7077,1
38.0,60.0,10.0,2200.0,0.0,11.3814,66.9387,284.8497,65.9281,210.7583,56.2707,43.7086,1
38.0,60.0,10.0,47.0,0.0,11.3726,66.9557,284.7497,65.9282,210.7453,56.2732,43.7036,1
